FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,age
Akitoshi Tamura,175.26,135 lbs.,70,Orthodox,1980-05-31,
Issei Tamura,165.1,135 lbs.,63,Orthodox,1984-03-12,1458.0
Jason Tan,177.8,170 lbs.,,Orthodox,1981-12-17,1330.0
Akihito Tanaka,,--,,Southpaw,,
Michinori Tanaka,165.1,135 lbs.,67,Orthodox,1990-10-04,1236.0
Evan Tanner,182.88,185 lbs.,74,Orthodox,1971-02-11,1680.0
Kasey Tanner,170.18,135 lbs.,69,Orthodox,1992-01-11,
Otari Tanzilovi,177.8,135 lbs.,70,Orthodox,1998-04-09,
Manny Tapia,165.1,135 lbs.,67,Orthodox,1981-03-14,
Gary Tapusoa,170.18,185 lbs.,,,,
Miesha Tate,167.64000000000001,135 lbs.,65,Orthodox,1986-08-18,1427.0
Aaron Tau,162.56,125 lbs.,66,Switch,1993-08-21,
Deividas Taurosevicius,175.26,145 lbs.,68,Southpaw,1977-08-28,
Thiago Tavares,170.18,145 lbs.,70,Orthodox,1984-11-08,1193.0
Jeremy Tavares,,135 lbs.,,,,
Brad Tavares,185.42,185 lbs.,74,Orthodox,1987-12-21,1201.0
Ramon Taveras,172.72,145 lbs.,70,Southpaw,1994-01-09,1566.0
Paul Taylor,182.88,155 lbs.,72,Orthodox,1979-12-15,1447.0
Jesse Taylor,182.88,170 lbs.,73,Orthodox,1983-01-02,1332.0
Torrance Taylor,170.18,155 lbs.,,,,
Louis Taylor,180.34,185 lbs.,,Orthodox,1979-05-12,
Anthony Taylor,170.18,145 lbs.,,,,
Danielle Taylor,152.4,115 lbs.,60,Orthodox,1989-10-25,1397.0
J.T Taylor,177.8,--,,,,
James Te Huna,187.96,185 lbs.,75,Orthodox,1981-09-29,1534.0
Cam Teague,177.8,145 lbs.,69,Orthodox,1998-02-13,
Shawn Teed,195.57999999999998,265 lbs.,,Orthodox,1992-02-13,
Glover Teixeira,187.96,205 lbs.,76,Orthodox,1979-10-28,1699.0
John Teixeira,170.18,145 lbs.,,Orthodox,1986-11-18,1335.0
Ewerton Teixeira,185.42,242 lbs.,,,1982-02-13,
Tallison Teixeira,200.66,258 lbs.,83,Orthodox,1999-12-07,1313.0
Tra Telligman,187.96,233 lbs.,,Orthodox,1965-02-07,1999.0
Ramazan Temirov,162.56,125 lbs.,63,Orthodox,1997-01-31,1445.0
Taneisha Tennant,170.18,145 lbs.,70,Orthodox,1989-06-15,
Herman Terrado,,170 lbs.,,,,
Dave Terrel,172.72,170 lbs.,,Southpaw,1978-05-10,
David Terrell,185.42,185 lbs.,,Southpaw,1978-01-09,1412.0
James Terry,177.8,170 lbs.,,Orthodox,1981-03-16,
Jeff Terry,187.96,205 lbs.,,,,
David Teymur,175.26,155 lbs.,73,Southpaw,1989-05-01,1452.0
Daniel Teymur,165.1,145 lbs.,69,Orthodox,1988-02-03,1536.0
Motonobu Tezuka,170.18,135 lbs.,,Southpaw,1987-08-29,1315.0
Jason Thacker,177.8,185 lbs.,,Orthodox,1975-08-18,1546.0
Alexia Thainara,162.56,115 lbs.,67,Orthodox,1995-11-20,1530.0
Brandon Thatch,187.96,170 lbs.,74,Switch,1985-07-11,1467.0
Elias Theodorou,185.42,185 lbs.,75,Orthodox,1988-05-31,1350.0
Nik Theotikos,,185 lbs.,,Orthodox,,
Paulo Thiago,180.34,170 lbs.,74,Orthodox,1981-01-25,1484.0
Colby Thicknesse,170.18,135 lbs.,69,Orthodox,1999-06-23,1337.0
Din Thomas,175.26,155 lbs.,,Orthodox,1976-09-28,1291.0
Ryan Thomas,182.88,170 lbs.,,Orthodox,1984-11-05,1239.0
Noah Thomas,175.26,135 lbs.,,Orthodox,1981-03-27,
Joel Thomas,177.8,170 lbs.,,,,
Treston Thomison,172.72,145 lbs.,,,,
Nick Thompson,185.42,170 lbs.,74,Orthodox,1981-06-23,1294.0
James Thompson,195.57999999999998,265 lbs.,,Orthodox,1978-12-16,
Oli Thompson,185.42,242 lbs.,75,Orthodox,1980-01-02,1700.0
Stephen Thompson,182.88,170 lbs.,75,Orthodox,1983-02-11,1512.0
Josh Thomson,177.8,155 lbs.,71,Orthodox,1978-09-21,1352.0
Simeon Thoresen,185.42,170 lbs.,79,Orthodox,1984-03-14,1488.0
Josh Thornburg,182.88,170 lbs.,,,1984-05-24,
Ti Haitao,,135 lbs.,,,,
Gleison Tibau,177.8,155 lbs.,71,Southpaw,1983-10-07,1206.0
Chris Tickle,175.26,155 lbs.,,,1982-02-01,1582.0
Nolan Ticman,167.64000000000001,125 lbs.,,Orthodox,1988-05-17,1369.0
Darren Till,182.88,185 lbs.,74,Southpaw,1992-12-24,1170.0
Brett Tillis,,145 lbs.,,,,
Rio Tirto,162.56,125 lbs.,66,Switch,2000-02-09,
Denis Tiuliulin,185.42,185 lbs.,77,Orthodox,1988-05-17,1766.0
Ryan Tobar,,155 lbs.,,,,
Rafael Tobias,187.96,205 lbs.,74,Orthodox,2003-03-20,
Andrew Todhunter,182.88,185 lbs.,,Switch,1987-11-30,
Dusko Todorovic,185.42,185 lbs.,74,Orthodox,1994-05-19,1376.0
Tuco Tokkos,193.04,205 lbs.,76,Orthodox,1990-06-30,1768.0
Hideo Tokoro,170.18,135 lbs.,,Orthodox,1977-08-22,
Anatoly Tokov,177.8,185 lbs.,,,1990-02-17,
Kazuki Tokudome,180.34,155 lbs.,73,Southpaw,1987-03-04,1356.0
Puja Tomar,162.56,115 lbs.,59,Southpaw,1993-12-05,1591.0
Tyler Toner,172.72,145 lbs.,70,Orthodox,1983-03-31,1444.0
James Toney,175.26,220 lbs.,,Orthodox,1968-08-24,2192.0
Masanori Tonooka,172.72,185 lbs.,,Orthodox,,
Carl Toomey,,--,,,,
Ilia Topuria,170.18,155 lbs.,69,Orthodox,1997-01-21,1237.0
Aleksandre Topuria,170.18,135 lbs.,68,Orthodox,1996-01-28,1514.0
Anthony Torres,172.72,170 lbs.,,Orthodox,1978-07-31,1518.0
Miguel Torres,175.26,135 lbs.,76,Orthodox,1981-01-18,1567.0
Ronys Torres,170.18,155 lbs.,,Orthodox,1975-08-13,1799.0
Haven Torres,,125 lbs.,,,,
Alex Torres,177.8,145 lbs.,,Orthodox,1988-05-29,1395.0
Abram Torres,177.8,170 lbs.,,,1982-10-29,
Jose Torres,162.56,125 lbs.,65,Orthodox,1992-08-02,1347.0
Desmond Torres,167.64000000000001,135 lbs.,69,Orthodox,1997-01-06,
Manuel Torres,177.8,155 lbs.,73,Switch,1995-03-25,1416.0
Justice Torres,170.18,145 lbs.,66,Southpaw,1997-10-19,
Eduardo Torres Caut,170.18,135 lbs.,70,Orthodox,1995-04-26,
Salim Touahri,177.8,170 lbs.,72,Orthodox,1989-09-28,1522.0
Dequan Townsend,190.5,205 lbs.,79,Orthodox,1986-05-11,1728.0
Minoru Toyonaga,180.34,195 lbs.,,Southpaw,,
Slim Trabelsi,190.5,235 lbs.,,,1993-05-09,
Roberto Traven,190.5,227 lbs.,,Orthodox,1968-09-16,1728.0
Bryan Travers,,155 lbs.,,,1983-04-11,
Alexander Trevino,,170 lbs.,,,,
Francisco Trevino,175.26,155 lbs.,70,Orthodox,1981-12-17,1682.0
Angelo Trevino,180.34,170 lbs.,,Switch,1993-06-10,
Frank Trigg,175.26,170 lbs.,71,Southpaw,1972-05-07,1645.0
Francisco Trinaldo,175.26,170 lbs.,70,Southpaw,1978-08-24,1765.0
Damien Trites,180.34,165 lbs.,,,1979-08-23,
Michael Trizano,180.34,145 lbs.,71,Orthodox,1991-12-31,1531.0
Antonio Trocoli,198.12,185 lbs.,79,Orthodox,1990-12-06,1750.0
Tor Troeng,187.96,185 lbs.,,Orthodox,1983-01-25,1597.0
Aaron Trujillo,165.1,125 lbs.,,,,
Reynaldo Trujillo,175.26,155 lbs.,,,1982-01-01,
Abel Trujillo,172.72,155 lbs.,70,Orthodox,1983-09-18,1524.0
Arman Tsarukyan,170.18,155 lbs.,72,Orthodox,1996-10-11,1175.0
Rei Tsuruya,167.64000000000001,125 lbs.,68,Orthodox,2002-06-22,1185.0
Chris Tuchscherer,187.96,258 lbs.,76,Orthodox,1975-09-08,1772.0
Jon Tuck,180.34,155 lbs.,73,Orthodox,1984-08-28,1471.0
Gavin Tucker,167.64000000000001,145 lbs.,66,Southpaw,1986-06-17,1600.0
Jumabieke Tuerxun,170.18,135 lbs.,,Orthodox,1986-04-17,1454.0
Tom Tuggle,187.96,250 lbs.,,Orthodox,,
Blair Tugman,182.88,135 lbs.,,,,
Tai Tuivasa,187.96,264 lbs.,75,Southpaw,1993-03-16,1287.0
Zubaira Tukhugov,172.72,155 lbs.,68,Orthodox,1991-01-15,1204.0
Teila Tuli,182.88,430 lbs.,,Orthodox,1969-06-14,
Marco Tulio,182.88,185 lbs.,74,Orthodox,1994-06-13,1608.0
Nyamjargal Tumendemberel,170.18,125 lbs.,71,Orthodox,1998-03-22,1391.0
Albert Tumenov,180.34,170 lbs.,73,Orthodox,1991-12-26,1155.0
Ricky Turcios,175.26,135 lbs.,71,Orthodox,1993-06-05,1518.0
Anton Turkalj,193.04,205 lbs.,78,Orthodox,1996-06-10,1369.0
Wellington Turman,182.88,170 lbs.,72,Orthodox,1996-07-22,1198.0
Courtney Turner,187.96,170 lbs.,,,,
Jalin Turner,190.5,155 lbs.,77,Southpaw,1995-05-18,1220.0
Austin Tweedy,175.26,155 lbs.,,Orthodox,1990-09-25,
Marcin Tybura,190.5,246 lbs.,78,Orthodox,1985-11-09,1587.0
Raphael Uchegbu,175.26,135 lbs.,73,Orthodox,1995-08-16,
Takeru Uchida,165.1,125 lbs.,68,Southpaw,2002-09-30,
Alberto Uda,190.5,185 lbs.,,Orthodox,1984-08-08,1659.0
Ryuki Ueyama,180.34,180 lbs.,,Southpaw,1976-04-17,
Christian Uflacker,180.34,170 lbs.,,,1985-08-04,
Andy Uhrich,182.88,170 lbs.,,,,
Tagir Ulanbekov,170.18,125 lbs.,70,Southpaw,1991-08-07,1522.0
Carlos Ulberg,193.04,205 lbs.,77,Orthodox,1990-11-07,1582.0
Gasan Umalatov,180.34,170 lbs.,71,Orthodox,1982-09-11,1638.0
Jeremy Umphries,,160 lbs.,,,,
Zach Underwood,187.96,185 lbs.,,,,
Caol Uno,170.18,155 lbs.,70,Southpaw,1975-05-08,1382.0
Kengo Ura,175.26,165 lbs.,,,1981-06-20,
Logan Urban,182.88,170 lbs.,72,Orthodox,1994-04-22,
Hector Urbina,180.34,170 lbs.,73,Orthodox,1987-09-17,1417.0
Elias Urbina,190.5,185 lbs.,77,Southpaw,1993-10-09,
Gilbert Urbina,190.5,170 lbs.,75,Orthodox,1996-04-05,1325.0
Guilherme Uriel,185.42,265 lbs.,74,Orthodox,1997-02-18,
Nick Urso,167.64000000000001,125 lbs.,66,Southpaw,1985-09-26,
Yasuhiro Urushitani,165.1,125 lbs.,,Southpaw,1976-09-08,1851.0
Sho Patrick Usami,175.26,155 lbs.,70,Orthodox,2000-05-08,
Kamaru Usman,182.88,170 lbs.,76,Switch,1987-05-11,1540.0
Mohammed Usman,187.96,239 lbs.,79,Orthodox,1989-04-01,1890.0
Darren Uyenoyama,167.64000000000001,125 lbs.,65,Orthodox,1979-10-15,1673.0
Richie Vaculik,167.64000000000001,125 lbs.,69,Orthodox,1983-06-19,1589.0
Rashid Vagabov,170.18,125 lbs.,63,Orthodox,1998-06-27,
Artem Vakhitov,185.42,205 lbs.,75,Orthodox,1991-04-04,
Egidijus Valavicius,182.88,200 lbs.,,Orthodox,,
Genaro Valdez,175.26,155 lbs.,72,Orthodox,1992-01-16,1566.0
Charlie Valencia,160.02,135 lbs.,64,Orthodox,1974-10-31,1904.0
Robert Valentin,187.96,185 lbs.,77,Orthodox,1995-03-31,1566.0
Ivan Valenzuela,187.96,185 lbs.,77,Orthodox,1992-11-17,
Victor Valenzuela,175.26,170 lbs.,,,1994-02-09,
Timur Valiev,167.64000000000001,135 lbs.,67,Orthodox,1990-01-19,1640.0
Victor Valimaki,182.88,205 lbs.,,Orthodox,,
Andrew Valladerez,,135 lbs.,,,,
Kevin Vallejos,170.18,145 lbs.,68,Switch,2001-12-08,1214.0
Isaac Vallie-Flagg,172.72,155 lbs.,70,Orthodox,1978-04-08,1817.0
Joshua Van,165.1,125 lbs.,65,Orthodox,2001-10-10,1132.0
Mike van Arsdale,187.96,205 lbs.,,Switch,1965-06-20,2095.0
Matt Van Buren,195.57999999999998,205 lbs.,,,1986-06-12,1464.0
Ron van Clief,177.8,190 lbs.,,Orthodox,1943-01-25,
Lloyd Van Dams,185.42,240 lbs.,,Southpaw,1972-03-05,
Alain Van der Merckt,,185 lbs.,,,1993-06-11,
Cameron VanCamp,187.96,155 lbs.,74,Switch,1993-04-27,1514.0
Chad Vance,182.88,185 lbs.,,Orthodox,,
Jared Vanderaa,193.04,265 lbs.,80,Orthodox,1992-05-12,1501.0
Austin Vanderford,180.34,170 lbs.,74,Orthodox,1990-03-21,1822.0
Lando Vannata,175.26,155 lbs.,71,Orthodox,1992-03-14,1269.0
Paige VanZant,162.56,115 lbs.,65,Orthodox,1994-03-26,1099.0
Paul Varelans,203.2,300 lbs.,,Orthodox,,
Kazula Vargas,172.72,155 lbs.,71,Southpaw,1985-08-15,1800.0
Jamie Varner,172.72,155 lbs.,71,Orthodox,1984-10-12,1141.0
Guilherme Vasconcelos,182.88,185 lbs.,,Orthodox,1986-03-23,1475.0
Linton Vassell,193.04,205 lbs.,,,1983-06-03,
Billy Vaughan,167.64000000000001,155 lbs.,,,1983-12-02,
Yuri Vaulin,193.04,197 lbs.,,Southpaw,,
Javier Vazquez,170.18,145 lbs.,69,Southpaw,1977-07-16,1771.0
Manny Vazquez,177.8,125 lbs.,72,Orthodox,1993-11-19,
Matt Veach,180.34,155 lbs.,,Orthodox,1981-05-31,1487.0
Joe Vedepo,182.88,185 lbs.,,Orthodox,,
Kelly Velasco,175.26,135 lbs.,,Orthodox,1995-05-21,
Greg Velasco,187.96,265 lbs.,70,Southpaw,1993-09-23,
Cain Velasquez,185.42,240 lbs.,77,Orthodox,1982-07-28,1473.0
David Velasquez,165.1,145 lbs.,,Orthodox,,
Bojan Velickovic,182.88,170 lbs.,76,Southpaw,1988-12-18,1425.0
Karlos Vemola,182.88,185 lbs.,75,Orthodox,1985-07-03,1304.0
Luigi Vendramini,172.72,155 lbs.,73,Orthodox,1996-01-16,1183.0
Jerrel Venetiaan,185.42,195 lbs.,,Orthodox,1971-03-09,
Scott Ventimiglia,180.34,185 lbs.,,,1972-11-17,
Brandon Vera,190.5,230 lbs.,78,Orthodox,1977-10-10,1566.0
Kerry Vera,170.18,135 lbs.,,Orthodox,,
Marlon Vera,172.72,135 lbs.,70,Switch,1992-12-02,1145.0
Carlos Vera,167.64000000000001,135 lbs.,69,Orthodox,1987-11-05,1893.0
Isis Verbeek,162.56,115 lbs.,64,Orthodox,1995-01-12,
Ernie Verdicia,180.34,199 lbs.,,Orthodox,,
Joe Veres,170.18,155 lbs.,,Orthodox,1977-11-09,1558.0
Nikolay Veretennikov,185.42,170 lbs.,74,Orthodox,1989-12-22,1807.0
CJ Vergara,167.64000000000001,125 lbs.,68,Orthodox,1991-06-18,1611.0
Renato Verissimo,185.42,170 lbs.,,Orthodox,1973-08-03,1611.0
Bryan Vetell,190.5,265 lbs.,,Southpaw,1977-07-26,
Marvin Vettori,182.88,185 lbs.,74,Southpaw,1993-09-20,1195.0
Hugo Viana,167.64000000000001,135 lbs.,67,Orthodox,1982-09-26,1551.0
Guilherme Viana,193.04,205 lbs.,,,,
Polyana Viana,165.1,115 lbs.,67,Orthodox,1992-06-14,1337.0
Vitor Vianna,,205 lbs.,,Orthodox,,
James Vick,190.5,155 lbs.,76,Orthodox,1987-02-23,1381.0
Tamires Vidal,167.64000000000001,135 lbs.,68,Orthodox,1998-07-27,1368.0
Freddy Vidal,190.5,205 lbs.,79,Orthodox,1994-05-06,
Milton Vieira,182.88,145 lbs.,,Orthodox,1978-10-04,1759.0
Reginaldo Vieira,170.18,135 lbs.,65,Orthodox,1982-11-26,1753.0
Ketlen Vieira,172.72,135 lbs.,68,Orthodox,1991-08-26,1309.0
Rodolfo Vieira,182.88,185 lbs.,73,Orthodox,1989-09-25,1708.0
Steve Vigneault,177.8,185 lbs.,,Orthodox,1978-02-14,1463.0
Alejandro Villalobos,170.18,145 lbs.,,,1979-10-26,
DeMarco Villalona,175.26,185 lbs.,,,,
Gian Villante,190.5,230 lbs.,76,Orthodox,1985-08-18,1473.0
Ike Villanueva,185.42,205 lbs.,73,Orthodox,1984-04-04,1884.0
Ruben Villareal,193.04,265 lbs.,,Orthodox,1970-05-01,
Armando Villarreal,170.18,135 lbs.,66,Southpaw,1989-08-08,
Pablo Villaseca,170.18,155 lbs.,,,1987-01-26,
Joey Villasenor,182.88,185 lbs.,,Orthodox,1975-10-17,
Danillo Villefort,185.42,185 lbs.,,Orthodox,1983-05-08,1369.0
Yuri Villefort,182.88,170 lbs.,73,Orthodox,1991-03-23,1144.0
Tre'ston Vines,185.42,185 lbs.,79,Orthodox,1996-06-18,1528.0
Marcos Vinicius,175.26,125 lbs.,,Orthodox,1979-12-05,1723.0
Brandon Visher,167.64000000000001,135 lbs.,68,Orthodox,1984-05-06,
Falaniko Vitale,177.8,185 lbs.,,Orthodox,1974-07-14,1531.0
Cheyanne Vlismas,160.02,115 lbs.,63,Switch,1995-06-25,1342.0
Bobby Voelker,182.88,170 lbs.,74,Orthodox,1979-04-26,1768.0
Mateo Vogel,172.72,145 lbs.,71,Orthodox,1996-03-05,
Danylo Voievodkin,193.04,265 lbs.,78,Southpaw,2000-07-19,
Alexander Volkanovski,167.64000000000001,145 lbs.,71,Orthodox,1988-09-29,1469.0
Jacob Volkmann,175.26,155 lbs.,71,Southpaw,1980-09-05,1524.0
Alexander Volkov,200.66,250 lbs.,80,Orthodox,1988-10-24,1464.0
Mark Vologdin,,135 lbs.,,Orthodox,2000-04-18,
Jason Von Flue,182.88,170 lbs.,,Orthodox,1975-08-01,1600.0
Milco Voorn,,220 lbs.,,Orthodox,,
Mark Vorgeas,177.8,135 lbs.,,,,
Igor Vovchanchyn,172.72,205 lbs.,,Orthodox,1973-08-06,
Jordan Vucenic,177.8,155 lbs.,73,Orthodox,1996-03-02,1483.0
James Wade,177.8,205 lbs.,,,,
Chris Wade,177.8,155 lbs.,70,Orthodox,1987-09-30,1424.0
Neil Wain,177.8,242 lbs.,,Orthodox,,
TJ Waldburger,180.34,170 lbs.,75,Orthodox,1988-04-25,1195.0
Chase Waldon,185.42,185 lbs.,75,Orthodox,1986-09-19,
Andre Walker,180.34,205 lbs.,,Southpaw,,
Herschel Walker,185.42,215 lbs.,,Orthodox,1962-03-03,
Donny Walker,175.26,135 lbs.,,,1980-01-04,1643.0
Johnny Walker,198.12,205 lbs.,82,Orthodox,1992-03-30,1389.0
Brogan Walker,162.56,125 lbs.,67,Switch,1988-08-02,1811.0
Valter Walker,198.12,265 lbs.,78,Orthodox,1997-12-14,1391.0
Julius Walker,193.04,205 lbs.,78,Orthodox,1999-07-16,1336.0
Ben Wall,177.8,155 lbs.,,Orthodox,1989-03-25,1311.0
Crafton Wallace,182.88,185 lbs.,,Orthodox,1975-11-10,1605.0
Rodney Wallace,175.26,205 lbs.,72,Switch,1981-11-21,1463.0
Jeremy Wallace,175.26,--,,,,
Randall Wallace,180.34,185 lbs.,73,Orthodox,1989-03-01,
James Wallace,177.8,155 lbs.,69,Orthodox,1992-11-17,
Jim Wallhead,177.8,170 lbs.,,Orthodox,1984-03-14,1694.0
Cory Walmsley,182.88,205 lbs.,,Orthodox,,
Richard Walsh,182.88,170 lbs.,73,Orthodox,1988-12-01,1346.0
Patrick Walsh,180.34,185 lbs.,,,1988-11-28,1367.0
Erick Wanderlei,185.42,205 lbs.,,Orthodox,,
Dimitiri Wanderley,,205 lbs.,,Orthodox,,
Andy Wang,167.64000000000001,155 lbs.,,Orthodox,1977-05-28,1569.0
Sai Wang,182.88,170 lbs.,,Southpaw,1986-01-14,1467.0
Anying Wang,182.88,170 lbs.,,Orthodox,1991-04-04,1195.0
Wang Cong,167.64000000000001,125 lbs.,66,Southpaw,1992-05-15,1725.0
Joshua Wang-Kim,175.26,135 lbs.,71,Switch,1992-11-16,
Curt Warburton,182.88,155 lbs.,73,Orthodox,,
Brennan Ward,177.8,170 lbs.,71,,1988-06-28,
Charlie Ward,180.34,170 lbs.,,Orthodox,1980-12-17,1874.0
Terrion Ware,172.72,135 lbs.,71,Orthodox,1986-03-31,1631.0
Joe Warren,167.64000000000001,135 lbs.,,Orthodox,1976-10-31,
Brian Warren,182.88,185 lbs.,,Orthodox,,
Merritt Warren,177.8,155 lbs.,,Southpaw,,
Idris Wasi,182.88,186 lbs.,,,1989-12-11,
Kengo Watanabe,193.04,220 lbs.,,Orthodox,1976-01-31,
Kazuhisa Watanabe,167.64000000000001,139 lbs.,,,1983-05-18,
Ron Waterman,187.96,280 lbs.,,Orthodox,1965-11-23,
Andy Waters,182.88,170 lbs.,,,,
Dominic Waters,185.42,170 lbs.,79,Orthodox,1989-04-11,1369.0
Trey Waters,195.57999999999998,170 lbs.,77,Orthodox,1995-02-21,1470.0
Michelle Waterson-Gomez,160.02,115 lbs.,62,Orthodox,1986-01-06,1539.0
Sam Watford,,155 lbs.,,,,
Blake Watkins,,185 lbs.,,,,
Kyle Watson,182.88,155 lbs.,,Southpaw,1979-08-09,1634.0
Maka Watson,,155 lbs.,,,1984-09-22,
Walel Watson,180.34,135 lbs.,75,Orthodox,1984-07-16,1439.0
Tom Watson,185.42,185 lbs.,73,Orthodox,1982-07-13,1620.0
Enrique Watson,,185 lbs.,,,,
Brok Weaver,182.88,155 lbs.,73,Southpaw,1991-12-05,1486.0
Jonavin Webb,177.8,170 lbs.,,Orthodox,1989-04-28,1358.0
Stephanie Webber,167.64000000000001,135 lbs.,,,,
Royston Wee,170.18,135 lbs.,67,Orthodox,1986-11-15,1449.0
Darian Weeks,180.34,170 lbs.,72,Orthodox,1993-11-23,1462.0
Joshua Weems,172.72,135 lbs.,69,Orthodox,1994-05-05,1486.0
Daniel Weichel,177.8,145 lbs.,70,,1984-11-22,
Chris Weidman,187.96,185 lbs.,78,Orthodox,1984-06-17,1393.0
Mark Weir,187.96,185 lbs.,,Southpaw,1967-09-19,1835.0
Christian Wellisch,187.96,234 lbs.,77,Orthodox,1975-09-13,1615.0
Malcolm Wellmaker,177.8,135 lbs.,71,Switch,1994-06-04,1612.0
Jeremiah Wells,175.26,170 lbs.,74,Switch,1986-10-30,1808.0
Fabricio Werdum,193.04,231 lbs.,77,Orthodox,1977-07-30,1551.0
Mike Wessel,182.88,260 lbs.,,Orthodox,1977-12-02,1621.0
Dustin West,180.34,170 lbs.,,,,
Sheldon Westcott,185.42,170 lbs.,71,Southpaw,1984-08-20,1598.0
Aaron Wetherspoon,,170 lbs.,,,,
Coty Wheeler,167.64000000000001,135 lbs.,67,Orthodox,1978-10-11,
Vernon White,182.88,205 lbs.,,Southpaw,1971-12-03,1707.0
Steve White,180.34,175 lbs.,,,,
Alex White,182.88,155 lbs.,71,Southpaw,1988-10-22,1330.0
Craig White,187.96,170 lbs.,76,Orthodox,1990-07-01,1456.0
Patrik White,182.88,155 lbs.,72,Orthodox,1993-06-11,
Robert Whiteford,175.26,145 lbs.,69,Southpaw,1983-04-12,1593.0
Mike Whitehead,185.42,205 lbs.,,Orthodox,1981-06-29,1283.0
Garett Whiteley,182.88,155 lbs.,72,Orthodox,1980-12-13,1712.0
Mitch Whitesel,175.26,185 lbs.,,,1981-07-12,
Emily Whitmire,165.1,125 lbs.,63,Orthodox,1991-05-24,1384.0
Robert Whittaker,182.88,185 lbs.,73,Orthodox,1990-12-20,1170.0
Josh Wick,175.26,155 lbs.,69,Switch,1994-10-04,
Adam Wieczorek,195.57999999999998,250 lbs.,81,Orthodox,1992-02-05,1345.0
Orlando Wiet,177.8,170 lbs.,,Southpaw,,
Jonathan Wiezorek,190.5,250 lbs.,,Southpaw,1978-02-10,1364.0
Jakub Wiklacz,177.8,135 lbs.,72,Orthodox,1996-09-10,1516.0
Justin Wilcox,167.64000000000001,155 lbs.,,Orthodox,1979-03-12,
Joe Wilk,175.26,145 lbs.,,,1982-04-12,
Aaron Wilkinson,177.8,155 lbs.,,Orthodox,1987-01-31,1244.0
Mike Wilkinson,170.18,145 lbs.,66,Orthodox,1987-09-15,1317.0
Rob Wilkinson,190.5,185 lbs.,80,Orthodox,1992-02-22,1332.0
James Wilks,185.42,170 lbs.,75,Orthodox,1978-05-04,1645.0
Tedd Williams,185.42,275 lbs.,,Orthodox,1969-12-19,
Pete Williams,190.5,235 lbs.,,Orthodox,1975-07-10,1347.0
Rubin Williams,185.42,185 lbs.,,Orthodox,1976-04-09,
Carter Williams,185.42,265 lbs.,,Orthodox,,
Patrick Williams,172.72,135 lbs.,73,Orthodox,1981-09-07,1702.0
Tim Williams,187.96,185 lbs.,76,Orthodox,1986-07-03,1650.0
Jordan Williams,185.42,185 lbs.,75,Southpaw,1990-10-13,1606.0
Cole Williams,182.88,170 lbs.,73,Orthodox,1983-12-15,1859.0
Khaos Williams,182.88,170 lbs.,77,Orthodox,1994-03-30,1349.0
Karl Williams,190.5,235 lbs.,79,Orthodox,1990-01-06,1805.0
Karl Willis,,--,,,,
Justin Willis,185.42,264 lbs.,78,Southpaw,1987-07-19,1565.0
Chris Wilson,185.42,170 lbs.,75,Orthodox,1977-06-07,1603.0
Greg Wilson,,155 lbs.,,,1988-10-02,
Jonathan Wilson,187.96,205 lbs.,75,Southpaw,1987-07-17,1464.0
Sean Wilson,172.72,145 lbs.,,,1982-10-20,
Westin Wilson,185.42,145 lbs.,73,Southpaw,1989-01-24,1796.0
Damon Wilson,175.26,145 lbs.,69,Switch,1993-04-29,
Matt Wiman,177.8,155 lbs.,68,Orthodox,1983-09-19,1183.0
Eddie Wineland,170.18,135 lbs.,69,Orthodox,1984-06-26,1394.0
Deron Winn,167.64000000000001,185 lbs.,70,Orthodox,1989-06-13,1603.0
Andre Winner,180.34,155 lbs.,73,Orthodox,1981-11-09,1440.0
Eric Wisely,172.72,145 lbs.,,Southpaw,1984-07-25,1435.0
Keith Wisniewski,182.88,170 lbs.,,Orthodox,1981-10-25,1255.0
Jason Witt,177.8,170 lbs.,70,Orthodox,1986-11-07,1755.0
Travis Wiuff,190.5,205 lbs.,,Orthodox,1978-03-15,1288.0
Ray Wizard,,--,,,,
Karolina Wojcik,157.48000000000002,115 lbs.,,Orthodox,1994-12-09,
Danyelle Wolf,180.34,145 lbs.,70,Orthodox,1983-09-08,2035.0
Brandon Wolff,175.26,170 lbs.,,Orthodox,1975-10-18,1729.0
Xue Do Won,170.18,165 lbs.,,,,
Kwon Won Il,,135 lbs.,,,1995-06-24,
Joanne Wood,167.64000000000001,125 lbs.,65,Orthodox,1985-12-23,1590.0
Nathaniel Wood,167.64000000000001,145 lbs.,69,Orthodox,1993-05-08,1307.0
Val Woodburn,172.72,170 lbs.,74,Orthodox,1993-08-10,1560.0
Tyron Woodley,175.26,170 lbs.,74,Orthodox,1982-04-07,1627.0
Salvador Woods,180.34,170 lbs.,,,1985-02-05,
Logan Woods,,185 lbs.,,,1994-05-30,
Sean Woodson,187.96,145 lbs.,78,Orthodox,1992-06-07,1427.0
Cal Worsham,180.34,230 lbs.,,Orthodox,,
Hunter Worsham,,185 lbs.,,,,
Khama Worthy,180.34,155 lbs.,74,Orthodox,1986-10-15,1713.0
Eric Wray,182.88,170 lbs.,,Orthodox,,
Justin Wren,187.96,265 lbs.,,Orthodox,1987-04-27,1179.0
JW Wright,,130 lbs.,,,1976-01-12,
Chris Wright,,--,,,,
